sep=,
Epoch,Training Error,Validation Error
617,0.024215,0.028106
618,0.024171,0.028079
619,0.024154,0.028056
620,0.024114,0.028034
621,0.024101,0.028012
622,0.024065,0.027995
623,0.024055,0.027975
624,0.024022,0.027963
625,0.024016,0.027945
626,0.023986,0.027938
627,0.023985,0.027922
628,0.023959,0.027921
629,0.023962,0.027907
630,0.023940,0.027896
631,0.023931,0.027867
632,0.023893,0.027860
633,0.023888,0.027833
634,0.023854,0.027832
635,0.023854,0.027807
636,0.023823,0.027811
637,0.023828,0.027788
638,0.023801,0.027781
639,0.023791,0.027741
640,0.023747,0.027737
641,0.023740,0.027700
642,0.023700,0.027702
643,0.023698,0.027667
644,0.023662,0.027674
645,0.023664,0.027642
646,0.023632,0.027635
647,0.023617,0.027586
648,0.023568,0.027583
649,0.023557,0.027537
650,0.023513,0.027538
651,0.023505,0.027495
652,0.023465,0.027501
653,0.023461,0.027460
654,0.023425,0.027471
655,0.023425,0.027432
656,0.023392,0.027449
657,0.023396,0.027411
658,0.023367,0.027414
659,0.023355,0.027360
660,0.023309,0.027367
661,0.023300,0.027316
662,0.023259,0.027327
663,0.023253,0.027278
664,0.023216,0.027294
665,0.023213,0.027247
666,0.023179,0.027268
667,0.023181,0.027223
668,0.023151,0.027230
669,0.023136,0.027169
670,0.023089,0.027179
671,0.023078,0.027122
672,0.023036,0.027136
673,0.023027,0.027081
674,0.022989,0.027099
675,0.022983,0.027046
676,0.022948,0.027068
677,0.022946,0.027017
678,0.022915,0.027044
679,0.022915,0.026994
680,0.022887,0.027008
681,0.022873,0.026943
682,0.022829,0.026960
683,0.022818,0.026899
684,0.022778,0.026919
685,0.022769,0.026860
686,0.022733,0.026883
687,0.022727,0.026826
688,0.022695,0.026853
689,0.022691,0.026798
690,0.022662,0.026829
691,0.022661,0.026776
692,0.022635,0.026656
693,0.022471,0.026611
694,0.022451,0.026638
695,0.022448,0.026594
696,0.022430,0.026625
697,0.022430,0.026581
698,0.022414,0.026617
699,0.022418,0.026574
700,0.022404,0.026602
701,0.022398,0.026547
702,0.022372,0.026578
703,0.022368,0.026524
704,0.022345,0.026559
705,0.022344,0.026505
706,0.022322,0.026545
707,0.022325,0.026491
708,0.022305,0.026521
709,0.022295,0.026455
710,0.022263,0.026487
711,0.022255,0.026423
712,0.022226,0.026458
713,0.022220,0.026395
714,0.022193,0.026433
715,0.022190,0.026372
716,0.022165,0.026413
717,0.022165,0.026353
718,0.022143,0.026399
719,0.022145,0.026338
720,0.022125,0.026374
721,0.022115,0.026300
722,0.022081,0.026338
723,0.022072,0.026267
724,0.022042,0.026306
725,0.022035,0.026237
726,0.022007,0.026280
727,0.022003,0.026212
728,0.021978,0.026258
729,0.021976,0.026191
730,0.021952,0.026241
731,0.021953,0.026175
732,0.021932,0.026213
733,0.021920,0.026135
734,0.021886,0.026174
735,0.021875,0.026099
736,0.021844,0.026141
737,0.021836,0.026067
738,0.021807,0.026111
739,0.021800,0.026040
740,0.021774,0.026086
741,0.021770,0.026016
742,0.021746,0.026064
743,0.021743,0.025995
744,0.021721,0.026047
745,0.021721,0.025978
746,0.021701,0.026034
747,0.021703,0.025965
748,0.021685,0.026011
749,0.021675,0.025930
750,0.021644,0.025977
